,params,mle,N,p_transition,offset,kappa
19077,4.6_17.5_1.3_2.9_10.0,-13742.17384615385,4.6,1.3,17.5,2.9
19078,3.2_16.5_1.1_2.9_10.0,-13784.725576923076,3.2,1.1,16.5,2.9
19079,4.4_10.5_0.6_2.0_10.0,-13750.358980769231,4.4,0.6,10.5,2.0
19080,3.4_9.0_0.9_2.3_10.0,-13684.00075,3.4,0.9,9.0,2.3
19081,4.6_9.0_0.7_2.5_10.0,-13821.636615384616,4.6,0.7,9.0,2.5
19082,3.8_16.0_0.8_2.2_10.0,-13709.684,3.8,0.8,16.0,2.2
19083,3.6_10.0_0.6_1.8_10.0,-13693.954,3.6,0.6,10.0,1.8
19084,3.6_11.0_0.9_2.7_10.0,-13668.659557692308,3.6,0.9,11.0,2.7
19085,4.0_10.0_1.3_2.7_10.0,-13697.911826923078,4.0,1.3,10.0,2.7
19086,3.4_11.0_1.1_2.7_10.0,-13675.813423076925,3.4,1.1,11.0,2.7
19087,3.8_9.5_0.8_2.3_10.0,-13706.862884615386,3.8,0.8,9.5,2.3
19088,3.8_13.5_0.8_2.2_10.0,-13675.144326923075,3.8,0.8,13.5,2.2
19089,4.4_15.0_0.6_2.0_10.0,-13685.031019230772,4.4,0.6,15.0,2.0
19090,3.2_13.0_1.1_2.9_10.0,-13704.97875,3.2,1.1,13.0,2.9
19091,3.0_12.0_0.6_1.6_10.0,-13694.227249999998,3.0,0.6,12.0,1.6
19092,3.0_13.0_0.9_2.9_10.0,-13699.859365384616,3.0,0.9,13.0,2.9
19093,3.0_9.0_1.0_2.3_10.0,-13670.030173076926,3.0,1.0,9.0,2.3
19094,4.6_12.0_1.3_2.9_10.0,-13691.844942307693,4.6,1.3,12.0,2.9
19095,3.4_16.0_1.3_2.9_10.0,-13783.115673076923,3.4,1.3,16.0,2.9
19096,4.2_16.0_0.6_1.6_10.0,-13704.991538461538,4.2,0.6,16.0,1.6
19097,4.2_17.0_0.9_2.9_10.0,-13716.305480769228,4.2,0.9,17.0,2.9
19098,3.6_11.0_0.6_2.0_10.0,-13681.717384615387,3.6,0.6,11.0,2.0
19099,4.0_17.0_1.1_2.9_10.0,-13744.897384615382,4.0,1.1,17.0,2.9
19100,4.8_17.5_1.0_2.2_10.0,-13692.349538461538,4.8,1.0,17.5,2.2
19101,4.8_11.5_1.2_1.4_10.0,-13723.478211538462,4.8,1.2,11.5,1.4
19102,4.8_14.0_1.4_2.9_10.0,-13694.92898076923,4.8,1.4,14.0,2.9
19103,3.8_9.5_0.7_2.4_10.0,-13711.84823076923,3.8,0.7,9.5,2.4
19104,3.8_13.5_0.7_2.5_10.0,-13678.375903846154,3.8,0.7,13.5,2.5
19105,4.6_15.0_1.1_2.7_10.0,-13685.236903846155,4.6,1.1,15.0,2.7
19106,4.2_9.0_1.1_2.2_10.0,-13746.984653846153,4.2,1.1,9.0,2.2
19107,3.2_14.0_1.3_2.7_10.0,-13739.556653846155,3.2,1.3,14.0,2.7
19108,4.4_14.0_0.6_1.8_10.0,-13681.696423076924,4.4,0.6,14.0,1.8
19109,4.4_15.0_0.9_2.7_10.0,-13679.427653846154,4.4,0.9,15.0,2.7
19110,4.8_12.0_1.0_2.2_10.0,-13706.668134615382,4.8,1.0,12.0,2.2
19111,4.8_11.5_1.4_2.9_10.0,-13718.76492307692,4.8,1.4,11.5,2.9
19112,4.8_14.0_1.2_1.4_10.0,-13674.162423076923,4.8,1.2,14.0,1.4
19113,4.0_12.5_1.1_2.9_10.0,-13678.538480769232,4.0,1.1,12.5,2.9
19114,3.6_14.5_0.6_2.0_10.0,-13701.09625,3.6,0.6,14.5,2.0
19115,3.4_13.5_1.3_2.9_10.0,-13727.196173076924,3.4,1.3,13.5,2.9
19116,4.2_12.5_0.9_2.9_10.0,-13668.310749999997,4.2,0.9,12.5,2.9
19117,4.2_13.5_0.6_1.6_10.0,-13685.153384615385,4.2,0.6,13.5,1.6
19118,3.2_11.5_1.3_2.7_10.0,-13704.918788461537,3.2,1.3,11.5,2.7
19119,4.4_10.5_0.9_2.7_10.0,-13727.410538461536,4.4,0.9,10.5,2.7
19120,4.4_11.5_0.6_1.8_10.0,-13711.043788461538,4.4,0.6,11.5,1.8
19121,4.6_10.5_1.1_2.7_10.0,-13730.805057692309,4.6,1.1,10.5,2.7
19122,3.8_16.0_0.7_2.5_10.0,-13713.709903846155,3.8,0.7,16.0,2.5
19123,4.6_9.0_0.8_2.2_10.0,-13817.576250000002,4.6,0.8,9.0,2.2
19124,3.4_9.0_0.6_2.4_10.0,-13700.669250000003,3.4,0.6,9.0,2.4
19125,4.8_15.5_1.1_2.0_10.0,-13677.75055769231,4.8,1.1,15.5,2.0
19126,4.8_13.5_1.3_1.6_10.0,-13675.581403846154,4.8,1.3,13.5,1.6
19127,4.0_16.5_1.4_2.0_10.0,-13743.24946153846,4.0,1.4,16.5,2.0
19128,3.6_13.0_0.7_2.2_10.0,-13678.562288461537,3.6,0.7,13.0,2.2
19129,4.2_12.0_0.5_2.2_10.0,-13696.12948076923,4.2,0.5,12.0,2.2
19130,4.2_14.0_0.7_1.4_10.0,-13685.597634615386,4.2,0.7,14.0,1.4
19131,4.4_9.0_1.4_2.1_10.0,-13756.72853846154,4.4,1.4,9.0,2.1
19132,3.2_16.0_1.2_2.5_10.0,-13772.256038461539,3.2,1.2,16.0,2.5
19133,4.4_17.0_0.8_2.5_10.0,-13698.796903846154,4.4,0.8,17.0,2.5
19134,4.6_17.0_1.0_2.5_10.0,-13694.674807692307,4.6,1.0,17.0,2.5
19135,3.8_10.5_0.9_1.8_10.0,-13675.844499999997,3.8,0.9,10.5,1.8
19136,3.8_11.5_0.6_2.7_10.0,-13676.310634615387,3.8,0.6,11.5,2.7
19137,4.2_17.5_0.5_2.2_10.0,-13743.102769230767,4.2,0.5,17.5,2.2
19138,4.2_11.5_0.7_1.4_10.0,-13693.646211538464,4.2,0.7,11.5,1.4
19139,4.0_13.0_1.4_2.0_10.0,-13694.256769230768,4.0,1.4,13.0,2.0
19140,3.6_16.5_0.7_2.2_10.0,-13743.524942307695,3.6,0.7,16.5,2.2
19141,4.8_10.0_1.1_2.0_10.0,-13773.966153846153,4.8,1.1,10.0,2.0
19142,4.8_16.0_1.3_1.6_10.0,-13696.029403846154,4.8,1.3,16.0,1.6
19143,3.8_14.0_0.6_2.7_10.0,-13686.814211538462,3.8,0.6,14.0,2.7
19144,3.8_15.0_0.9_1.8_10.0,-13689.653903846154,3.8,0.9,15.0,1.8
19145,4.6_12.5_1.0_2.5_10.0,-13676.146076923078,4.6,1.0,12.5,2.5
19146,3.2_13.5_1.2_2.5_10.0,-13713.477480769232,3.2,1.2,13.5,2.5
19147,4.4_12.5_0.8_2.5_10.0,-13673.247326923072,4.4,0.8,12.5,2.5
19148,3.6_16.5_0.8_2.5_10.0,-13739.55196153846,3.6,0.8,16.5,2.5
19149,4.0_17.5_1.2_2.5_10.0,-13757.251211538458,4.0,1.2,17.5,2.5
19150,3.4_16.5_1.0_2.5_10.0,-13756.482788461535,3.4,1.0,16.5,2.5
19151,4.8_11.0_1.1_1.8_10.0,-13739.949923076922,4.8,1.1,11.0,1.8
19152,3.8_14.0_0.9_2.0_10.0,-13677.993942307694,3.8,0.9,14.0,2.0
19153,4.4_12.5_0.7_2.2_10.0,-13679.34326923077,4.4,0.7,12.5,2.2
19154,3.2_17.0_1.4_2.0_10.0,-13807.211615384616,3.2,1.4,17.0,2.0
19155,3.0_15.5_0.7_1.4_10.0,-13772.440096153849,3.0,0.7,15.5,1.4
19156,3.0_13.5_0.5_2.2_10.0,-13720.428038461538,3.0,0.5,13.5,2.2
19157,4.8_14.5_1.1_1.8_10.0,-13668.602211538462,4.8,1.1,14.5,1.8
19158,3.4_13.0_1.0_2.5_10.0,-13684.90001923077,3.4,1.0,13.0,2.5
19159,3.6_13.0_0.8_2.5_10.0,-13675.769980769233,3.6,0.8,13.0,2.5
19160,4.0_12.0_1.2_2.5_10.0,-13673.73607692308,4.0,1.2,12.0,2.5
19161,3.0_10.0_0.7_1.4_10.0,-13680.114903846154,3.0,0.7,10.0,1.4
19162,3.0_16.0_0.5_2.2_10.0,-13800.475769230768,3.0,0.5,16.0,2.2
19163,4.4_17.0_0.7_2.2_10.0,-13700.838557692306,4.4,0.7,17.0,2.2
19164,3.2_12.5_1.4_2.0_10.0,-13710.994173076924,3.2,1.4,12.5,2.0
19165,3.4_9.5_0.5_2.8_10.0,-13695.384346153849,3.4,0.5,9.5,2.8
19166,3.8_11.5_0.9_2.0_10.0,-13665.863230769231,3.8,0.9,11.5,2.0
19167,4.6_12.0_1.1_2.6_10.0,-13686.233692307691,4.6,1.1,12.0,2.6
19168,4.4_12.0_0.9_2.6_10.0,-13674.875634615386,4.4,0.9,12.0,2.6
19169,4.8_9.0_1.4_2.2_10.0,-13830.602115384614,4.8,1.4,9.0,2.2
19170,3.2_13.0_1.3_2.6_10.0,-13719.741346153845,3.2,1.3,13.0,2.6
19171,3.8_14.5_0.7_2.4_10.0,-13687.04626923077,3.8,0.7,14.5,2.4
19172,4.8_13.0_1.4_2.8_10.0,-13691.02309615385,4.8,1.4,13.0,2.8
19173,4.8_10.5_1.0_2.3_10.0,-13756.444480769233,4.8,1.0,10.5,2.3
19174,4.2_10.0_0.9_2.8_10.0,-13726.039134615385,4.2,0.9,10.0,2.8
19175,3.4_11.0_1.3_2.8_10.0,-13691.724711538463,3.4,1.3,11.0,2.8
19176,4.0_10.0_1.1_2.8_10.0,-13697.768096153846,4.0,1.1,10.0,2.8
19177,3.6_16.0_0.6_2.1_10.0,-13736.48794230769,3.6,0.6,16.0,2.1
19178,3.8_11.0_0.7_2.4_10.0,-13678.426442307693,3.8,0.7,11.0,2.4
19179,4.4_17.5_0.9_2.6_10.0,-13710.620788461538,4.4,0.9,17.5,2.6
19180,3.2_16.5_1.3_2.6_10.0,-13797.231826923076,3.2,1.3,16.5,2.6
19181,4.6_17.5_1.1_2.6_10.0,-13712.374884615383,4.6,1.1,17.5,2.6
19182,3.6_13.5_0.6_2.1_10.0,-13688.338923076923,3.6,0.6,13.5,2.1
19183,4.0_15.5_1.1_2.8_10.0,-13709.387461538463,4.0,1.1,15.5,2.8
19184,4.2_15.5_0.9_2.8_10.0,-13689.819923076924,4.2,0.9,15.5,2.8
19185,3.4_14.5_1.3_2.8_10.0,-13742.346673076923,3.4,1.3,14.5,2.8
19186,4.8_16.5_1.4_2.8_10.0,-13725.765673076921,4.8,1.4,16.5,2.8
19187,4.8_15.0_1.0_2.3_10.0,-13669.778173076922,4.8,1.0,15.0,2.3
19188,3.8_11.0_0.8_2.3_10.0,-13674.514346153845,3.8,0.8,11.0,2.3
19189,4.6_10.5_1.3_2.8_10.0,-13727.344230769231,4.6,1.3,10.5,2.8
19190,3.0_11.5_0.9_2.8_10.0,-13680.07830769231,3.0,0.9,11.5,2.8
19191,4.4_17.5_0.6_2.1_10.0,-13718.15819230769,4.4,0.6,17.5,2.1
19192,3.2_11.5_1.1_2.8_10.0,-13689.053384615388,3.2,1.1,11.5,2.8
19193,3.4_13.5_1.1_2.6_10.0,-13699.6685,3.4,1.1,13.5,2.6
19194,3.6_9.5_1.4_2.3_10.0,-13687.102634615383,3.6,1.4,9.5,2.3
19195,4.0_12.5_1.3_2.6_10.0,-13687.0815,4.0,1.3,12.5,2.6
19196,3.6_13.5_0.9_2.6_10.0,-13682.093807692307,3.6,0.9,13.5,2.6
19197,3.2_14.0_1.1_2.8_10.0,-13719.742384615387,3.2,1.1,14.0,2.8
19198,4.4_12.0_0.6_2.1_10.0,-13692.788019230771,4.4,0.6,12.0,2.1
19199,4.6_15.0_1.3_2.8_10.0,-13703.743653846155,4.6,1.3,15.0,2.8
19200,3.0_14.0_0.9_2.8_10.0,-13719.850115384614,3.0,0.9,14.0,2.8
19201,3.8_14.5_0.8_2.3_10.0,-13684.448615384616,3.8,0.8,14.5,2.3
19202,4.0_17.0_1.3_2.6_10.0,-13758.351923076923,4.0,1.3,17.0,2.6
19203,3.6_16.0_0.9_2.6_10.0,-13727.247461538464,3.6,0.9,16.0,2.6
19204,3.4_16.0_1.1_2.6_10.0,-13752.728423076924,3.4,1.1,16.0,2.6
19205,3.0_10.5_1.2_2.0_10.0,-13680.596807692309,3.0,1.2,10.5,2.0
19206,4.6_16.5_0.5_2.9_10.0,-13697.603846153846,4.6,0.5,16.5,2.9
19207,4.6_11.5_0.8_2.0_10.0,-13716.392961538459,4.6,0.8,11.5,2.0
19208,3.2_17.5_0.7_2.9_10.0,-13806.096865384616,3.2,0.7,17.5,2.9
19209,4.4_11.5_1.0_2.0_10.0,-13686.552211538461,4.4,1.0,11.5,2.0
19210,4.8_13.0_0.9_2.5_10.0,-13678.414538461542,4.8,0.9,13.0,2.5
19211,4.2_15.5_1.2_1.8_10.0,-13694.817500000001,4.2,1.2,15.5,1.8
19212,4.2_10.0_1.4_2.5_10.0,-13714.559211538457,4.2,1.4,10.0,2.5
19213,3.4_15.5_0.7_2.7_10.0,-13730.735750000002,3.4,0.7,15.5,2.7
19214,3.4_14.5_0.8_1.8_10.0,-13699.95778846154,3.4,0.8,14.5,1.8
19215,4.0_14.5_0.5_2.7_10.0,-13692.718596153845,4.0,0.5,14.5,2.7
19216,3.6_14.5_1.0_1.8_10.0,-13691.092038461535,3.6,1.0,14.5,1.8
19217,4.4_12.0_1.2_1.6_10.0,-13676.117403846154,4.4,1.2,12.0,1.6
19218,4.4_14.0_1.0_2.0_10.0,-13668.839807692308,4.4,1.0,14.0,2.0
19219,3.2_13.0_0.8_1.6_10.0,-13686.239519230769,3.2,0.8,13.0,1.6
19220,3.2_12.0_0.7_2.9_10.0,-13680.079,3.2,0.7,12.0,2.9
19221,4.6_13.0_0.5_2.9_10.0,-13689.224192307693,4.6,0.5,13.0,2.9
19222,3.0_15.0_1.2_2.0_10.0,-13751.112000000001,3.0,1.2,15.0,2.0
19223,4.6_14.0_0.8_2.0_10.0,-13669.393615384617,4.6,0.8,14.0,2.0
19224,3.0_13.0_1.0_1.6_10.0,-13692.50278846154,3.0,1.0,13.0,1.6
19225,4.0_11.0_0.5_2.7_10.0,-13694.801673076921,4.0,0.5,11.0,2.7
19226,3.6_11.0_1.0_1.8_10.0,-13665.942942307693,3.6,1.0,11.0,1.8
19227,3.6_9.5_0.6_2.9_10.0,-13698.845692307696,3.6,0.6,9.5,2.9
19228,4.2_15.5_1.4_2.5_10.0,-13727.342365384617,4.2,1.4,15.5,2.5
19229,4.2_10.0_1.2_1.8_10.0,-13716.712134615384,4.2,1.2,10.0,1.8
19230,3.4_11.0_0.8_1.8_10.0,-13670.473519230769,3.4,0.8,11.0,1.8
19231,3.4_10.0_0.7_2.7_10.0,-13677.637788461538,3.4,0.7,10.0,2.7
19232,4.8_16.5_0.9_2.5_10.0,-13680.047865384611,4.8,0.9,16.5,2.5
19233,3.8_12.5_1.1_2.5_10.0,-13678.182076923076,3.8,1.1,12.5,2.5
19234,4.6_15.0_0.8_1.8_10.0,-13674.354615384616,4.6,0.8,15.0,1.8
19235,4.6_14.0_0.7_2.7_10.0,-13671.382576923079,4.6,0.7,14.0,2.7
19236,3.0_11.5_1.4_2.5_10.0,-13712.229692307692,3.0,1.4,11.5,2.5
19237,3.0_14.0_1.2_1.8_10.0,-13723.725134615386,3.0,1.2,14.0,1.8
19238,4.4_15.0_1.0_1.8_10.0,-13676.865615384617,4.4,1.0,15.0,1.8
19239,3.2_15.0_0.5_2.7_10.0,-13745.922557692307,3.2,0.5,15.0,2.7
19240,3.4_10.0_0.8_2.0_10.0,-13674.773038461539,3.4,0.8,10.0,2.0
19241,3.4_17.0_0.5_2.9_10.0,-13792.946307692308,3.4,0.5,17.0,2.9
19242,4.4_9.5_0.7_2.8_10.0,-13766.207961538461,4.4,0.7,9.5,2.8
19243,4.2_11.0_1.2_2.0_10.0,-13682.94021153846,4.2,1.2,11.0,2.0
19244,3.6_10.0_1.0_2.0_10.0,-13671.860692307693,3.6,1.0,10.0,2.0
19245,4.0_16.0_0.7_2.9_10.0,-13705.058884615386,4.0,0.7,16.0,2.9
19246,3.6_16.0_1.2_1.6_10.0,-13733.300903846157,3.6,1.2,16.0,1.6
19247,4.8_16.5_0.6_2.2_10.0,-13687.175115384616,4.8,0.6,16.5,2.2
19248,4.8_9.0_0.6_2.8_10.0,-13863.912346153847,4.8,0.6,9.0,2.8
19249,4.4_10.5_1.0_1.8_10.0,-13726.659480769229,4.4,1.0,10.5,1.8
19250,3.2_10.5_0.5_2.7_10.0,-13682.50153846154,3.2,0.5,10.5,2.7
19251,4.6_11.5_0.7_2.7_10.0,-13719.252615384616,4.6,0.7,11.5,2.7
19252,4.6_10.5_0.8_1.8_10.0,-13749.592807692308,4.6,0.8,10.5,1.8
19253,3.0_11.5_1.2_1.8_10.0,-13684.92448076923,3.0,1.2,11.5,1.8
19254,3.0_14.0_1.4_2.5_10.0,-13759.110461538463,3.0,1.4,14.0,2.5
19255,3.8_17.0_1.1_2.5_10.0,-13748.996884615384,3.8,1.1,17.0,2.5
19256,4.8_13.0_0.6_2.2_10.0,-13695.051596153844,4.8,0.6,13.0,2.2
19257,4.0_13.5_0.7_2.9_10.0,-13678.859999999999,4.0,0.7,13.5,2.9
19258,4.0_12.5_0.8_1.6_10.0,-13672.23373076923,4.0,0.8,12.5,1.6
19259,3.6_15.5_1.0_2.0_10.0,-13710.405365384619,3.6,1.0,15.5,2.0
19260,3.6_13.5_1.2_1.6_10.0,-13689.259557692305,3.6,1.2,13.5,1.6
19261,4.2_12.5_1.0_1.6_10.0,-13667.059076923075,4.2,1.0,12.5,1.6
19262,3.4_15.5_0.8_2.0_10.0,-13724.46675,3.4,0.8,15.5,2.0
19263,4.2_14.5_1.2_2.0_10.0,-13686.29971153846,4.2,1.2,14.5,2.0
19264,3.4_12.5_0.5_2.9_10.0,-13689.072692307695,3.4,0.5,12.5,2.9
19265,4.8_16.0_0.8_2.6_10.0,-13678.803865384614,4.8,0.8,16.0,2.6
19266,3.4_10.5_0.6_2.4_10.0,-13678.978692307692,3.4,0.6,10.5,2.4
19267,4.4_14.5_1.1_2.3_10.0,-13680.276538461543,4.4,1.1,14.5,2.3
19268,4.6_14.5_0.9_2.3_10.0,-13668.050423076926,4.6,0.9,14.5,2.3
19269,3.0_15.5_1.3_2.3_10.0,-13778.803173076925,3.0,1.3,15.5,2.3
19270,3.8_15.0_1.2_2.8_10.0,-13720.508615384617,3.8,1.2,15.0,2.8
19271,3.4_15.0_0.6_2.4_10.0,-13721.653057692309,3.4,0.6,15.0,2.4
19272,4.8_13.5_0.8_2.6_10.0,-13672.922480769234,4.8,0.8,13.5,2.6
19273,3.8_10.5_1.2_2.8_10.0,-13678.193423076922,3.8,1.2,10.5,2.8
19274,4.6_11.0_0.9_2.3_10.0,-13731.336865384616,4.6,0.9,11.0,2.3
19275,3.0_10.0_1.3_2.3_10.0,-13684.602634615385,3.0,1.3,10.0,2.3
19276,4.4_11.0_1.1_2.3_10.0,-13699.42626923077,4.4,1.1,11.0,2.3
19277,3.6_15.0_1.1_2.3_10.0,-13709.16776923077,3.6,1.1,15.0,2.3
19278,4.2_14.0_1.3_2.3_10.0,-13696.202807692305,4.2,1.3,14.0,2.3
19279,3.4_15.0_0.9_2.3_10.0,-13711.177,3.4,0.9,15.0,2.3
19280,4.8_13.5_0.7_2.1_10.0,-13679.232596153843,4.8,0.7,13.5,2.1
19281,3.8_17.5_1.0_2.6_10.0,-13756.954519230769,3.8,1.0,17.5,2.6
19282,4.6_11.0_0.6_2.4_10.0,-13750.160923076926,4.6,0.6,11.0,2.4
19283,4.8_16.0_0.7_2.1_10.0,-13680.733173076924,4.8,0.7,16.0,2.1
19284,4.2_11.5_1.3_2.3_10.0,-13678.77071153846,4.2,1.3,11.5,2.3
19285,3.4_10.5_0.9_2.3_10.0,-13667.96030769231,3.4,0.9,10.5,2.3
19286,3.6_10.5_1.1_2.3_10.0,-13671.762192307693,3.6,1.1,10.5,2.3
19287,3.0_9.5_0.7_1.8_10.0,-13676.85773076923,3.0,0.7,9.5,1.8
19288,4.6_14.5_0.6_2.4_10.0,-13676.713538461536,4.6,0.6,14.5,2.4
19289,3.8_12.0_1.0_2.6_10.0,-13670.637596153847,3.8,1.0,12.0,2.6
19290,3.8_12.5_1.4_2.7_10.0,-13705.882038461537,3.8,1.4,12.5,2.7
19291,4.6_9.0_1.2_2.2_10.0,-13799.66296153846,4.6,1.2,9.0,2.2
19292,4.4_10.5_1.3_2.7_10.0,-13717.431730769233,4.4,1.3,10.5,2.7
19293,3.2_11.5_0.9_2.7_10.0,-13677.482903846152,3.2,0.9,11.5,2.7
19294,3.2_10.5_0.6_1.8_10.0,-13681.263673076923,3.2,0.6,10.5,1.8
19295,3.0_11.5_1.1_2.7_10.0,-13689.048115384618,3.0,1.1,11.5,2.7
19296,3.6_13.5_1.1_2.9_10.0,-13698.929423076923,3.6,1.1,13.5,2.9
19297,4.0_15.5_0.6_2.0_10.0,-13701.065173076922,4.0,0.6,15.5,2.0
19298,4.2_12.5_1.3_2.9_10.0,-13685.63428846154,4.2,1.3,12.5,2.9
19299,3.4_13.5_0.9_2.9_10.0,-13692.63471153846,3.4,0.9,13.5,2.9
19300,3.4_12.5_0.6_1.6_10.0,-13689.595865384616,3.4,0.6,12.5,1.6
19301,4.8_14.0_0.8_1.4_10.0,-13677.738673076923,4.8,0.8,14.0,1.4
19302,3.0_9.0_0.5_2.4_10.0,-13690.964576923077,3.0,0.5,9.0,2.4
19303,3.0_14.0_1.1_2.7_10.0,-13730.679576923074,3.0,1.1,14.0,2.7
19304,4.4_15.0_1.3_2.7_10.0,-13709.567365384612,4.4,1.3,15.0,2.7
19305,3.2_15.0_0.6_1.8_10.0,-13741.63653846154,3.2,0.6,15.0,1.8
19306,3.2_14.0_0.9_2.7_10.0,-13704.625250000001,3.2,0.9,14.0,2.7
19307,3.8_17.0_1.4_2.7_10.0,-13787.884019230767,3.8,1.4,17.0,2.7
19308,4.8_11.5_0.8_1.4_10.0,-13744.06348076923,4.8,0.8,11.5,1.4
19309,4.2_17.0_1.3_2.9_10.0,-13753.151423076923,4.2,1.3,17.0,2.9
19310,3.4_16.0_0.9_2.9_10.0,-13747.066788461536,3.4,0.9,16.0,2.9
19311,4.0_10.0_0.6_2.0_10.0,-13724.506634615384,4.0,0.6,10.0,2.0
19312,3.6_16.0_1.1_2.9_10.0,-13746.425288461536,3.6,1.1,16.0,2.9
19313,3.2_14.0_0.6_2.0_10.0,-13711.210096153845,3.2,0.6,14.0,2.0
19314,4.4_12.0_1.1_2.9_10.0,-13677.477865384617,4.4,1.1,12.0,2.9
19315,4.6_13.0_0.6_1.6_10.0,-13692.045538461538,4.6,0.6,13.0,1.6
19316,4.6_12.0_0.9_2.9_10.0,-13689.656769230769,4.6,0.9,12.0,2.9
19317,3.0_13.0_1.3_2.9_10.0,-13736.181884615382,3.0,1.3,13.0,2.9
19318,3.8_13.5_1.2_2.2_10.0,-13688.309846153845,3.8,1.2,13.5,2.2
19319,3.8_15.5_1.0_1.4_10.0,-13701.724999999999,3.8,1.0,15.5,1.4
19320,3.8_9.5_1.2_2.3_10.0,-13693.547019230771,3.8,1.2,9.5,2.3
19321,4.8_17.5_0.5_2.5_10.0,-13703.964249999997,4.8,0.5,17.5,2.5
19322,4.0_11.0_0.6_1.8_10.0,-13694.179884615383,4.0,0.6,11.0,1.8
19323,4.0_10.0_0.9_2.7_10.0,-13701.531153846154,4.0,0.9,10.0,2.7
19324,3.6_11.0_1.3_2.7_10.0,-13682.400173076923,3.6,1.3,11.0,2.7
19325,4.2_10.0_1.1_2.7_10.0,-13717.988230769233,4.2,1.1,10.0,2.7
19326,3.4_9.0_1.3_2.3_10.0,-13683.844692307692,3.4,1.3,9.0,2.3
19327,3.8_16.0_1.2_2.2_10.0,-13725.837019230767,3.8,1.2,16.0,2.2
19328,3.8_10.0_1.0_1.4_10.0,-13688.926230769233,3.8,1.0,10.0,1.4
19329,4.6_17.5_0.9_2.9_10.0,-13705.44646153846,4.6,0.9,17.5,2.9
19330,3.0_16.5_1.3_2.9_10.0,-13820.551076923077,3.0,1.3,16.5,2.9
19331,4.4_17.5_1.1_2.9_10.0,-13729.534711538461,4.4,1.1,17.5,2.9
19332,3.2_11.5_0.6_2.0_10.0,-13684.175673076925,3.2,0.6,11.5,2.0
19333,4.2_15.5_1.1_2.7_10.0,-13700.628173076919,4.2,1.1,15.5,2.7
19334,4.0_15.5_0.9_2.7_10.0,-13695.739942307693,4.0,0.9,15.5,2.7
19335,4.0_14.5_0.6_1.8_10.0,-13690.219749999998,4.0,0.6,14.5,1.8
19336,3.6_14.5_1.3_2.7_10.0,-13729.346557692308,3.6,1.3,14.5,2.7
19337,4.8_12.0_0.5_2.5_10.0,-13737.122826923076,4.8,0.5,12.0,2.5
19338,3.4_11.5_0.5_2.3_10.0,-13687.035538461541,3.4,0.5,11.5,2.3
19339,4.0_10.5_0.7_2.3_10.0,-13696.87025,4.0,0.7,10.5,2.3
19340,3.6_15.0_1.4_2.1_10.0,-13736.239557692308,3.6,1.4,15.0,2.1
19341,4.8_10.0_0.6_2.8_10.0,-13798.083153846152,4.8,0.6,10.0,2.8
19342,3.0_14.5_1.0_2.4_10.0,-13730.229423076922,3.0,1.0,14.5,2.4
19343,3.2_14.5_0.8_2.4_10.0,-13713.274153846154,3.2,0.8,14.5,2.4
19344,4.4_15.5_1.2_2.4_10.0,-13696.36246153846,4.4,1.2,15.5,2.4
19345,4.8_15.5_0.6_2.8_10.0,-13680.50373076923,4.8,0.6,15.5,2.8
19346,4.0_15.0_0.7_2.3_10.0,-13686.701769230769,4.0,0.7,15.0,2.3
19347,3.6_10.5_1.4_2.1_10.0,-13684.301307692309,3.6,1.4,10.5,2.1
19348,3.4_14.0_0.5_2.3_10.0,-13708.486576923078,3.4,0.5,14.0,2.3
19349,3.2_11.0_0.8_2.4_10.0,-13671.769749999998,3.2,0.8,11.0,2.4
19350,4.4_10.0_1.2_2.4_10.0,-13727.787499999999,4.4,1.2,10.0,2.4
19351,3.0_11.0_1.0_2.4_10.0,-13676.891288461535,3.0,1.0,11.0,2.4
19352,4.6_9.5_1.3_2.1_10.0,-13765.68928846154,4.6,1.3,9.5,2.1
19353,4.2_15.0_1.0_2.4_10.0,-13682.45105769231,4.2,1.0,15.0,2.4
19354,3.6_14.0_1.2_2.4_10.0,-13704.047634615385,3.6,1.2,14.0,2.4
19355,4.0_15.0_0.8_2.4_10.0,-13684.329115384617,4.0,0.8,15.0,2.4
19356,4.6_10.0_0.5_2.3_10.0,-13785.689423076925,4.6,0.5,10.0,2.3
19357,4.4_14.5_1.4_2.1_10.0,-13702.292288461538,4.4,1.4,14.5,2.1
19358,3.2_11.0_0.7_2.3_10.0,-13674.790942307694,3.2,0.7,11.0,2.3
19359,3.4_9.5_1.2_2.0_10.0,-13673.214096153846,3.4,1.2,9.5,2.0
19360,3.8_16.5_1.3_2.1_10.0,-13746.610961538461,3.8,1.3,16.5,2.1
19361,3.6_11.5_1.2_2.4_10.0,-13679.218365384615,3.6,1.2,11.5,2.4
19362,4.0_10.5_0.8_2.4_10.0,-13690.848692307689,4.0,0.8,10.5,2.4
19363,4.2_10.5_1.0_2.4_10.0,-13700.799923076924,4.2,1.0,10.5,2.4
19364,3.8_9.0_1.3_2.0_10.0,-13711.20948076923,3.8,1.3,9.0,2.0
19365,3.8_13.0_1.3_2.1_10.0,-13694.333903846156,3.8,1.3,13.0,2.1
19366,4.4_11.0_1.4_2.1_10.0,-13698.573115384617,4.4,1.4,11.0,2.1
19367,3.2_14.5_0.7_2.3_10.0,-13716.168634615386,3.2,0.7,14.5,2.3
